client num,txn per client,rd rate,key num,distribution,op per txn,c4_rc,c4_ra,tc_java
100,10000,0.5,1000000000,uniform,100,100.88,104.02,105.13
100,10000,0.5,1000000000,uniform,200,133.46,134.64,139.14
100,10000,0.5,1000000000,uniform,300,175.65,181.16,179.89
100,10000,0.5,1000000000,uniform,400,244.66,251.42,248.7
